original_path,filename,language,category,source,target_path,operation,file_type,size_bytes,confidence,detection_method
/workspace/diksha-ga/metadata/diksha_content_inventory.json,diksha_content_inventory.json,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.json,6185,medium,content
/workspace/diksha-ga/metadata/final_comprehensive_inventory.json,final_comprehensive_inventory.json,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.json,15789,medium,content
/workspace/diksha-ga/polity/constitution/ncert-class10-democratic-politics-2.pdf,ncert-class10-democratic-politics-2.pdf,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.pdf,5370551,low,default
/workspace/diksha-ga/polity/constitution/ncert-class11-indian-constitution.pdf,ncert-class11-indian-constitution.pdf,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.pdf,4012108,low,default
/workspace/diksha-ga/polity/constitution/ncert-class11-political-theory.pdf,ncert-class11-political-theory.pdf,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.pdf,6888966,low,default
/workspace/diksha-ga/polity/constitution/ncert-class6-social-political-life-1.pdf,ncert-class6-social-political-life-1.pdf,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.pdf,13099441,low,default
/workspace/diksha-ga/polity/constitution/ncert-class7-social-political-life-2.pdf,ncert-class7-social-political-life-2.pdf,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.pdf,22950037,low,default
/workspace/diksha-ga/polity/constitution/ncert-class8-social-political-life-3.pdf,ncert-class8-social-political-life-3.pdf,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.pdf,17209913,low,default
/workspace/diksha-ga/polity/constitution/ncert-class9-democratic-politics-1.pdf,ncert-class9-democratic-politics-1.pdf,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.pdf,10916922,low,default
/workspace/diksha-ga/polity/governance/ncert-class12-contemporary-world-politics.pdf,ncert-class12-contemporary-world-politics.pdf,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.pdf,3301124,low,default
/workspace/diksha-ga/polity/governance/ncert-class12-politics-india-independence.pdf,ncert-class12-politics-india-independence.pdf,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.pdf,29731325,low,default
/workspace/diksha-ga/science-technology/ncert-class11-biology-hindi.zip,ncert-class11-biology-hindi.zip,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.zip,557056,low,default
/workspace/diksha-ga/science-technology/ncert-class11-chemistry-part1-hindi.zip,ncert-class11-chemistry-part1-hindi.zip,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.zip,294912,low,default
/workspace/diksha-ga/science-technology/ncert-class11-physics-part1-english.zip,ncert-class11-physics-part1-english.zip,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.zip,131072,low,default
/workspace/diksha-ga/science-technology/ncert-class11-physics-part2-hindi.zip,ncert-class11-physics-part2-hindi.zip,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.zip,114688,low,default
/workspace/diksha-ga/science-technology/ncert-class9-science-complete.pdf,ncert-class9-science-complete.pdf,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.pdf,30822578,low,default
/workspace/diksha-ga/science-technology/ncert-class9-science.pdf,ncert-class9-science.pdf,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.pdf,30822578,low,default
/workspace/diksha-ga/static-gk/organizations/ncert-class11-craft-traditions.pdf,ncert-class11-craft-traditions.pdf,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.pdf,174557,low,default
/workspace/diksha-ga/static-gk/organizations/ncert-class11-indian-art-complete.pdf,ncert-class11-indian-art-complete.pdf,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.pdf,174585,low,default
/workspace/diksha-ga/static-gk/organizations/ncert-class11-indian-art.pdf,ncert-class11-indian-art.pdf,en,study-materials,/workspace/diksha-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/diksha-ga,copy,.pdf,174585,low,default
/workspace/wikimedia-math/COMPLETION_REPORT.md,COMPLETION_REPORT.md,en,study-materials,/workspace/wikimedia-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/wikimedia-math,copy,.md,4885,medium,content
/workspace/wikimedia-math/README.md,README.md,en,study-materials,/workspace/wikimedia-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/wikimedia-math,copy,.md,33012,medium,content
/workspace/wikimedia-math/index.html,index.html,en,study-materials,/workspace/wikimedia-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/wikimedia-math,copy,.html,7549,medium,content
/workspace/wikimedia-math/algebra-basics/index.html,index.html,en,study-materials,/workspace/wikimedia-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/wikimedia-math,copy,.html,4317,medium,content
/workspace/wikimedia-math/average/index.html,index.html,en,study-materials,/workspace/wikimedia-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/wikimedia-math,copy,.html,9551,medium,content
/workspace/wikimedia-math/geometry/index.html,index.html,en,study-materials,/workspace/wikimedia-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/wikimedia-math,copy,.html,12258,medium,content
/workspace/wikimedia-math/mensuration/index.html,index.html,en,study-materials,/workspace/wikimedia-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/wikimedia-math,copy,.html,10898,medium,content
/workspace/wikimedia-math/percentage/index.html,index.html,en,study-materials,/workspace/wikimedia-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/wikimedia-math,copy,.html,8351,medium,content
/workspace/wikimedia-math/profit-loss/index.html,index.html,en,study-materials,/workspace/wikimedia-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/wikimedia-math,copy,.html,7379,medium,content
/workspace/wikimedia-math/ratio-proportion/index.html,index.html,en,study-materials,/workspace/wikimedia-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/wikimedia-math,copy,.html,5788,medium,content
/workspace/wikimedia-math/simple-compound-interest/index.html,index.html,en,study-materials,/workspace/wikimedia-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/wikimedia-math,copy,.html,7683,medium,content
/workspace/wikimedia-math/statistics/index.html,index.html,en,study-materials,/workspace/wikimedia-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/wikimedia-math,copy,.html,5888,medium,content
/workspace/wikimedia-math/time-and-work/index.html,index.html,en,study-materials,/workspace/wikimedia-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/wikimedia-math,copy,.html,7551,medium,content
/workspace/practice-math/metadata/Cracku_Interest_metadata.json,Cracku_Interest_metadata.json,en,practice-sets,/workspace/practice-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-math,copy,.json,1526,medium,content
/workspace/practice-math/metadata/Cracku_NumberSystem_metadata.json,Cracku_NumberSystem_metadata.json,en,practice-sets,/workspace/practice-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-math,copy,.json,1312,medium,content
/workspace/practice-math/metadata/Oliveboard_ImportantMathQuestions_metadata.json,Oliveboard_ImportantMathQuestions_metadata.json,en,practice-sets,/workspace/practice-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-math,copy,.json,2907,medium,content
/workspace/practice-math/metadata/comprehensive_metadata.json,comprehensive_metadata.json,en,practice-sets,/workspace/practice-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-math,copy,.json,4344,medium,content
/workspace/practice-math/number-system/Cracku_NumberSystemsQuestions_RRBNTPC.pdf,Cracku_NumberSystemsQuestions_RRBNTPC.pdf,en,practice-sets,/workspace/practice-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-math,copy,.pdf,88783,medium,content
/workspace/practice-math/previous-year-papers/JagranJosh_CBT2_2017_Jan17_Shift1.pdf,JagranJosh_CBT2_2017_Jan17_Shift1.pdf,en,practice-sets,/workspace/practice-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-math,copy,.pdf,72805,medium,content
/workspace/practice-math/simple-compound-interest/Cracku_SimpleCompoundInterestQuestions_RRBNTPC.pdf,Cracku_SimpleCompoundInterestQuestions_RRBNTPC.pdf,en,practice-sets,/workspace/practice-math,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-math,copy,.pdf,88880,medium,content
/workspace/practice-reasoning/DOWNLOAD_COMPLETION_SUMMARY.md,DOWNLOAD_COMPLETION_SUMMARY.md,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.md,22921,medium,content
/workspace/practice-reasoning/01_logical-reasoning/instamojo_rrb_ntpc_sample_papers.html,instamojo_rrb_ntpc_sample_papers.html,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.html,30720,medium,content
/workspace/practice-reasoning/03_non-verbal-reasoning/meritnotes_rrb_reasoning_questions_1.pdf,meritnotes_rrb_reasoning_questions_1.pdf,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.pdf,43465,medium,content
/workspace/practice-reasoning/metadata/comprehensive_metadata.json,comprehensive_metadata.json,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.json,28264,medium,content
/workspace/practice-reasoning/metadata/sources_catalog.json,sources_catalog.json,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.json,11231,medium,content
/workspace/practice-reasoning/topic-wise/logical-reasoning/ibps_guide_gi_reasoning_01.pdf,ibps_guide_gi_reasoning_01.pdf,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.pdf,330235,low,default
/workspace/practice-reasoning/topic-wise/logical-reasoning/ibps_guide_gi_reasoning_02.pdf,ibps_guide_gi_reasoning_02.pdf,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.pdf,539639,low,default
/workspace/practice-reasoning/topic-wise/logical-reasoning/ibps_guide_gi_reasoning_03.pdf,ibps_guide_gi_reasoning_03.pdf,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.pdf,492346,low,default
/workspace/practice-reasoning/topic-wise/logical-reasoning/ibps_guide_gi_reasoning_04.pdf,ibps_guide_gi_reasoning_04.pdf,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.pdf,496190,low,default
/workspace/practice-reasoning/topic-wise/logical-reasoning/ibps_guide_gi_reasoning_05.pdf,ibps_guide_gi_reasoning_05.pdf,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.pdf,463614,low,default
/workspace/practice-reasoning/topic-wise/logical-reasoning/ibps_guide_gi_reasoning_06.pdf,ibps_guide_gi_reasoning_06.pdf,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.pdf,501715,low,default
/workspace/practice-reasoning/topic-wise/logical-reasoning/ibps_guide_gi_reasoning_07.pdf,ibps_guide_gi_reasoning_07.pdf,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.pdf,501871,low,default
/workspace/practice-reasoning/topic-wise/logical-reasoning/ibps_guide_gi_reasoning_08.pdf,ibps_guide_gi_reasoning_08.pdf,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.pdf,477753,low,default
/workspace/practice-reasoning/topic-wise/logical-reasoning/ibps_guide_gi_reasoning_09.pdf,ibps_guide_gi_reasoning_09.pdf,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.pdf,457420,low,default
/workspace/practice-reasoning/topic-wise/logical-reasoning/ibps_guide_gi_reasoning_10.pdf,ibps_guide_gi_reasoning_10.pdf,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.pdf,403314,low,default
/workspace/practice-reasoning/topic-wise/logical-reasoning/ibps_guide_gi_reasoning_11.pdf,ibps_guide_gi_reasoning_11.pdf,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.pdf,435306,low,default
/workspace/practice-reasoning/topic-wise/logical-reasoning/ibps_guide_gi_reasoning_12.pdf,ibps_guide_gi_reasoning_12.pdf,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.pdf,602636,low,default
/workspace/practice-reasoning/topic-wise/logical-reasoning/ibps_guide_gi_reasoning_13.pdf,ibps_guide_gi_reasoning_13.pdf,en,practice-sets,/workspace/practice-reasoning,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-reasoning,copy,.pdf,602636,low,default
/workspace/practice-ga/RRB_Materials_Download_Summary.md,RRB_Materials_Download_Summary.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,3096,medium,content
/workspace/practice-ga/collection_completion_report.md,collection_completion_report.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,11268,medium,content
/workspace/practice-ga/current_affairs_01_august_2025.txt,current_affairs_01_august_2025.txt,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.txt,6414,medium,content
/workspace/practice-ga/final_downloaded_materials_inventory.md,final_downloaded_materials_inventory.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,46773,medium,content
/workspace/practice-ga/final_materials_summary.md,final_materials_summary.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,34478,medium,content
/workspace/practice-ga/final_project_completion_report.md,final_project_completion_report.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,13608,medium,content
/workspace/practice-ga/quick_access_guide.md,quick_access_guide.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,2650,medium,content
/workspace/practice-ga/railway_capsule_research_summary.md,railway_capsule_research_summary.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,5824,medium,content
/workspace/practice-ga/compliance/licensing_and_redistribution_policy.md,licensing_and_redistribution_policy.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,7462,medium,content
/workspace/practice-ga/current-affairs/current_affairs_practice_set_01.md,current_affairs_practice_set_01.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,9525,medium,content
/workspace/practice-ga/current-affairs/download_summary.md,download_summary.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,3670,medium,content
/workspace/practice-ga/current-affairs/practiceMock_500_current_affairs.pdf,practiceMock_500_current_affairs.pdf,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.pdf,129767,low,default
/workspace/practice-ga/current-affairs/practiceMock_500_current_affairs_2025.pdf,practiceMock_500_current_affairs_2025.pdf,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.pdf,29922,medium,content
/workspace/practice-ga/economy/economy_practice_set_01.md,economy_practice_set_01.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,10371,medium,content
/workspace/practice-ga/economy/practice_sets_ntpc_stage2.pdf,practice_sets_ntpc_stage2.pdf,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.pdf,89582,medium,content
/workspace/practice-ga/economy/railway_ntpc_economy_one_liners.pdf,railway_ntpc_economy_one_liners.pdf,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.pdf,42401,medium,content
/workspace/practice-ga/economy/rrb_group_d_economy_25_questions.pdf,rrb_group_d_economy_25_questions.pdf,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.pdf,88778,medium,content
/workspace/practice-ga/geography/geography_practice_set_01.md,geography_practice_set_01.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,6063,medium,content
/workspace/practice-ga/geography/rrb_guide_hindi.pdf,rrb_guide_hindi.pdf,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.pdf,89499,medium,content
/workspace/practice-ga/geography/rrb_ntpc_geography_100_questions.pdf,rrb_ntpc_geography_100_questions.pdf,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.pdf,88755,medium,content
/workspace/practice-ga/history/general_science_railways.pdf,general_science_railways.pdf,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.pdf,88678,medium,content
/workspace/practice-ga/indian-history/indian_history_practice_set_01.md,indian_history_practice_set_01.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,5120,medium,content
/workspace/practice-ga/metadata/comprehensive_material_index.md,comprehensive_material_index.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,14399,medium,content
/workspace/practice-ga/metadata/download_guide_by_source.md,download_guide_by_source.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,9961,medium,content
/workspace/practice-ga/metadata/source_catalog_and_coverage.md,source_catalog_and_coverage.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,6890,medium,content
/workspace/practice-ga/metadata/syllabus_mapping_compliance.md,syllabus_mapping_compliance.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,12527,medium,content
/workspace/practice-ga/polity/polity_practice_set_01.md,polity_practice_set_01.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,7080,medium,content
/workspace/practice-ga/polity/rrb_ntpc_polity_governance_questions.pdf,rrb_ntpc_polity_governance_questions.pdf,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.pdf,88776,medium,content
/workspace/practice-ga/science-technology/science_technology_practice_set_01.md,science_technology_practice_set_01.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,7969,medium,content
/workspace/practice-ga/static-gk/README.md,README.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,1697,medium,content
/workspace/practice-ga/static-gk/static_gk_practice_set_01.md,static_gk_practice_set_01.md,en,practice-sets,/workspace/practice-ga,/workspace/bilingual-org/content/rrb-ntpc/language/en/practice-sets/practice-ga,copy,.md,7470,medium,content
/workspace/portal-downloads/CBT1/2020/RRB_NTPC_CBT1_2020_Dec28_Shift1_ExamCart.metadata.json,RRB_NTPC_CBT1_2020_Dec28_Shift1_ExamCart.metadata.json,en,previous-papers,/workspace/portal-downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/previous-papers/portal-downloads,copy,.json,1195,medium,content
/workspace/portal-downloads/CBT1/2021/RRB_NTPC_CBT1_2021_Jan04_Shift2_ExamCart.metadata.json,RRB_NTPC_CBT1_2021_Jan04_Shift2_ExamCart.metadata.json,en,previous-papers,/workspace/portal-downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/previous-papers/portal-downloads,copy,.json,1191,medium,content
/workspace/portal-downloads/CBT1/2024/RRB_NTPC_CBT1_2024_June06_Shift2_Prepp.metadata.json,RRB_NTPC_CBT1_2024_June06_Shift2_Prepp.metadata.json,en,previous-papers,/workspace/portal-downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/previous-papers/portal-downloads,copy,.json,1208,medium,content
/workspace/portal-downloads/CBT2/2017/RRB_NTPC_CBT2_2017_Jan17_Shift1_ExamCart.metadata.json,RRB_NTPC_CBT2_2017_Jan17_Shift1_ExamCart.metadata.json,en,previous-papers,/workspace/portal-downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/previous-papers/portal-downloads,copy,.json,1202,medium,content
/workspace/portal-downloads/CBT2/2022/RRB_NTPC_CBT2_2022_May09_Shift1_Level6_ExamCart.metadata.json,RRB_NTPC_CBT2_2022_May09_Shift1_Level6_ExamCart.metadata.json,en,previous-papers,/workspace/portal-downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/previous-papers/portal-downloads,copy,.json,1252,medium,content
/workspace/downloads/rrb-ntpc/previous-papers/CBT1/2025/faq__2025__CBT__normalization__en__rrbbhopal.gov.pdf,faq__2025__CBT__normalization__en__rrbbhopal.gov.pdf,en,previous-papers,/workspace/downloads/rrb-ntpc,/workspace/bilingual-org/content/rrb-ntpc/language/en/previous-papers/rrb-ntpc,copy,.pdf,82566,medium,content
/workspace/downloads/ibps_guide_gi_reasoning_01.pdf,ibps_guide_gi_reasoning_01.pdf,en,mixed,/workspace/downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/downloads,copy,.pdf,330235,low,default
/workspace/downloads/ibps_guide_gi_reasoning_03.pdf,ibps_guide_gi_reasoning_03.pdf,en,mixed,/workspace/downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/downloads,copy,.pdf,492346,low,default
/workspace/downloads/ibps_guide_gi_reasoning_04.pdf,ibps_guide_gi_reasoning_04.pdf,en,mixed,/workspace/downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/downloads,copy,.pdf,496190,low,default
/workspace/downloads/ibps_guide_gi_reasoning_07.pdf,ibps_guide_gi_reasoning_07.pdf,en,mixed,/workspace/downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/downloads,copy,.pdf,501871,low,default
/workspace/downloads/ibps_guide_gi_reasoning_08.pdf,ibps_guide_gi_reasoning_08.pdf,en,mixed,/workspace/downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/downloads,copy,.pdf,477753,low,default
/workspace/downloads/ibps_guide_gi_reasoning_09.pdf,ibps_guide_gi_reasoning_09.pdf,en,mixed,/workspace/downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/downloads,copy,.pdf,457420,low,default
/workspace/downloads/ibps_guide_gi_reasoning_10.pdf,ibps_guide_gi_reasoning_10.pdf,en,mixed,/workspace/downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/downloads,copy,.pdf,403314,low,default
/workspace/downloads/ibps_guide_gi_reasoning_11.pdf,ibps_guide_gi_reasoning_11.pdf,en,mixed,/workspace/downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/downloads,copy,.pdf,435306,low,default
/workspace/downloads/ibps_guide_gi_reasoning_12.pdf,ibps_guide_gi_reasoning_12.pdf,en,mixed,/workspace/downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/downloads,copy,.pdf,602636,low,default
/workspace/downloads/ssc_study_rrb_practice_set_english.pdf,ssc_study_rrb_practice_set_english.pdf,en,mixed,/workspace/downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/downloads,copy,.pdf,89610,medium,content
/workspace/downloads/rrb-ntpc/previous-papers/CBT1/2025/faq__2025__CBT__normalization__en__rrbbhopal.gov.pdf,faq__2025__CBT__normalization__en__rrbbhopal.gov.pdf,en,mixed,/workspace/downloads,/workspace/bilingual-org/content/rrb-ntpc/language/en/study-materials/downloads,copy,.pdf,82566,medium,content
